clip	duration[ms]
common_voice_en_40536390.mp3	4644
common_voice_en_40753887.mp3	9000
common_voice_en_40742405.mp3	1620
common_voice_en_40214385.mp3	4356
common_voice_en_40284325.mp3	5220
common_voice_en_40260155.mp3	6084
common_voice_en_40849421.mp3	4608
common_voice_en_40583151.mp3	6228
common_voice_en_40824542.mp3	10476
common_voice_en_40862673.mp3	8676
common_voice_en_40671529.mp3	6768
common_voice_en_40529695.mp3	8568
common_voice_en_40371486.mp3	7920
common_voice_en_40434290.mp3	9648
common_voice_en_40423349.mp3	4968
common_voice_en_40597228.mp3	3456
common_voice_en_40757848.mp3	7776
common_voice_en_40323336.mp3	6336
common_voice_en_40407403.mp3	6480
common_voice_en_40268778.mp3	6948
common_voice_en_40347588.mp3	2628
common_voice_en_40485796.mp3	4860
common_voice_en_40206782.mp3	5436
common_voice_en_40384938.mp3	7848
common_voice_en_40690181.mp3	5760
common_voice_en_40815557.mp3	5652
common_voice_en_40644069.mp3	5148
common_voice_en_40553421.mp3	9108
common_voice_en_40352692.mp3	7200
common_voice_en_40323407.mp3	4716
common_voice_en_40259936.mp3	5580
common_voice_en_40853154.mp3	3852
common_voice_en_40529779.mp3	4356
common_voice_en_40494240.mp3	5076
common_voice_en_40353867.mp3	4644
common_voice_en_40583145.mp3	11700
common_voice_en_40224570.mp3	10548
common_voice_en_40529514.mp3	9900
common_voice_en_40401318.mp3	4788
common_voice_en_40708814.mp3	5436
common_voice_en_40628738.mp3	3636
common_voice_en_40257046.mp3	4788
common_voice_en_40566217.mp3	4716
common_voice_en_40819465.mp3	6768
common_voice_en_40307037.mp3	6156
common_voice_en_40381484.mp3	4176
common_voice_en_40408067.mp3	10548
common_voice_en_40720264.mp3	5868
common_voice_en_40671787.mp3	5076
common_voice_en_40524251.mp3	6300
common_voice_en_40606887.mp3	5760
common_voice_en_40193058.mp3	3420
common_voice_en_40256975.mp3	4356
common_voice_en_40202033.mp3	7200
common_voice_en_40560468.mp3	6696
common_voice_en_40327534.mp3	9036
common_voice_en_40206264.mp3	5868
common_voice_en_40839276.mp3	6912
common_voice_en_40432871.mp3	9648
common_voice_en_40189752.mp3	6588
common_voice_en_40793872.mp3	5796
common_voice_en_40702675.mp3	6588
common_voice_en_40837352.mp3	6300
common_voice_en_40239701.mp3	7380
common_voice_en_40197736.mp3	5616
common_voice_en_40496119.mp3	3456
common_voice_en_40328492.mp3	3312
common_voice_en_40269069.mp3	5724
common_voice_en_40427924.mp3	7812
common_voice_en_40225792.mp3	9180
common_voice_en_40824400.mp3	5688
common_voice_en_40337729.mp3	7740
common_voice_en_40421186.mp3	6840
common_voice_en_40689776.mp3	4788
common_voice_en_40790468.mp3	8748
common_voice_en_40458343.mp3	10980
common_voice_en_40320061.mp3	4824
common_voice_en_40688282.mp3	4176
common_voice_en_40659332.mp3	5400
common_voice_en_40196111.mp3	7452
common_voice_en_40236339.mp3	8028
common_voice_en_40387048.mp3	6120
common_voice_en_40747254.mp3	7452
common_voice_en_40689756.mp3	7308
common_voice_en_40457220.mp3	8748
common_voice_en_40191886.mp3	6156
common_voice_en_40404445.mp3	3960
common_voice_en_40206162.mp3	3168
common_voice_en_40238425.mp3	6336
common_voice_en_40210031.mp3	11556
common_voice_en_40206485.mp3	6264
common_voice_en_40400882.mp3	6696
common_voice_en_40316161.mp3	3492
common_voice_en_40307368.mp3	2700
common_voice_en_40363201.mp3	5580
common_voice_en_40743810.mp3	8172
common_voice_en_40841121.mp3	5040
common_voice_en_40455803.mp3	5616
common_voice_en_40486856.mp3	9756
common_voice_en_40323417.mp3	7596
common_voice_en_40356186.mp3	8136
common_voice_en_40846219.mp3	5076
common_voice_en_40841079.mp3	7020
common_voice_en_40680660.mp3	8064
common_voice_en_40193016.mp3	4248
common_voice_en_40605009.mp3	2448
common_voice_en_40671611.mp3	5472
common_voice_en_40533781.mp3	9648
common_voice_en_40737414.mp3	10836
common_voice_en_40585230.mp3	7236
common_voice_en_40343645.mp3	4680
common_voice_en_40855472.mp3	3348
common_voice_en_40661363.mp3	5616
common_voice_en_40596876.mp3	3636
common_voice_en_40765406.mp3	4428
common_voice_en_40765405.mp3	6300
common_voice_en_40205930.mp3	6840
common_voice_en_40243961.mp3	6876
common_voice_en_40532669.mp3	9936
common_voice_en_40199600.mp3	5436
common_voice_en_40337630.mp3	6228
common_voice_en_40659285.mp3	4896
common_voice_en_40258478.mp3	7920
common_voice_en_40327563.mp3	5436
common_voice_en_40193021.mp3	3996
common_voice_en_40253835.mp3	7056
common_voice_en_40493793.mp3	6264
common_voice_en_40720241.mp3	10800
common_voice_en_40544576.mp3	7056
common_voice_en_40836616.mp3	7488
common_voice_en_40267069.mp3	8388
common_voice_en_40243589.mp3	3780
common_voice_en_40235700.mp3	6660
common_voice_en_40260129.mp3	8676
common_voice_en_40708812.mp3	5400
common_voice_en_40226975.mp3	2736
common_voice_en_40284438.mp3	4788
common_voice_en_40660381.mp3	5436
common_voice_en_40846324.mp3	6192
common_voice_en_40858038.mp3	8280
common_voice_en_40259590.mp3	5976
common_voice_en_40820350.mp3	5400
common_voice_en_40552133.mp3	7596
common_voice_en_40307080.mp3	4428
common_voice_en_40438646.mp3	5868
common_voice_en_40259721.mp3	7380
common_voice_en_40372106.mp3	5508
common_voice_en_40854042.mp3	6948
common_voice_en_40391491.mp3	5652
common_voice_en_40685725.mp3	4896
common_voice_en_40362841.mp3	6300
common_voice_en_40683146.mp3	3132
common_voice_en_40423351.mp3	4788
common_voice_en_40323277.mp3	3816
common_voice_en_40258479.mp3	5688
common_voice_en_40597178.mp3	3240
common_voice_en_40209955.mp3	3996
common_voice_en_40357095.mp3	3780
common_voice_en_40694692.mp3	4788
common_voice_en_40598926.mp3	6516
common_voice_en_40235661.mp3	3600
common_voice_en_40529641.mp3	5760
common_voice_en_40363106.mp3	4428
common_voice_en_40259482.mp3	4248
common_voice_en_40284391.mp3	9000
common_voice_en_40694654.mp3	6228
common_voice_en_40695002.mp3	4716
common_voice_en_40293133.mp3	7380
common_voice_en_40694724.mp3	4176
common_voice_en_40853289.mp3	7560
common_voice_en_40841084.mp3	6768
common_voice_en_40764665.mp3	7200
common_voice_en_40651951.mp3	5940
common_voice_en_40316225.mp3	4572
common_voice_en_40551110.mp3	4140
common_voice_en_40401030.mp3	7524
common_voice_en_40370677.mp3	5292
common_voice_en_40276902.mp3	6156
common_voice_en_40457243.mp3	8820
common_voice_en_40356180.mp3	6624
common_voice_en_40210017.mp3	3708
common_voice_en_40703311.mp3	4392
common_voice_en_40494171.mp3	8424
common_voice_en_40661442.mp3	6660
common_voice_en_40819862.mp3	7596
common_voice_en_40840980.mp3	4176
common_voice_en_40233996.mp3	6120
common_voice_en_40596992.mp3	3816
common_voice_en_40677335.mp3	5760
common_voice_en_40313476.mp3	7164
common_voice_en_40438275.mp3	3456
common_voice_en_40855480.mp3	7020
common_voice_en_40641150.mp3	4716
common_voice_en_40597106.mp3	4356
common_voice_en_40546242.mp3	5796
common_voice_en_40204821.mp3	6840
common_voice_en_40662834.mp3	7776
common_voice_en_40709751.mp3	8352
common_voice_en_40859526.mp3	7200
common_voice_en_40259492.mp3	3096
common_voice_en_40371533.mp3	5940
common_voice_en_40266749.mp3	8028
common_voice_en_40546244.mp3	5760
common_voice_en_40269019.mp3	4716
common_voice_en_40245785.mp3	3492
common_voice_en_40238038.mp3	2916
common_voice_en_40864309.mp3	4608
common_voice_en_40710678.mp3	5616
common_voice_en_40291228.mp3	2448
common_voice_en_40478448.mp3	9216
common_voice_en_40494169.mp3	5832
common_voice_en_40849267.mp3	5580
common_voice_en_40532676.mp3	10188
common_voice_en_40296361.mp3	12888
common_voice_en_40531135.mp3	4428
common_voice_en_40294988.mp3	3528
common_voice_en_40434938.mp3	3528
common_voice_en_40260064.mp3	5544
common_voice_en_40703669.mp3	6948
common_voice_en_40737425.mp3	3600
common_voice_en_40283996.mp3	3024
common_voice_en_40468294.mp3	6408
common_voice_en_40368430.mp3	3708
common_voice_en_40632188.mp3	7560
common_voice_en_40197734.mp3	5508
common_voice_en_40322853.mp3	9288
common_voice_en_40206786.mp3	6120
common_voice_en_40691401.mp3	8208
common_voice_en_40689372.mp3	7020
common_voice_en_40655718.mp3	4896
common_voice_en_40655501.mp3	6228
common_voice_en_40706328.mp3	5220
common_voice_en_40424546.mp3	3708
common_voice_en_40243481.mp3	5220
common_voice_en_40750718.mp3	7848
common_voice_en_40428884.mp3	6120
common_voice_en_40306677.mp3	2700
common_voice_en_40694632.mp3	5328
common_voice_en_40770830.mp3	7380
common_voice_en_40269507.mp3	5328
common_voice_en_40269074.mp3	7128
common_voice_en_40358158.mp3	4104
common_voice_en_40790599.mp3	6300
common_voice_en_40735828.mp3	8928
common_voice_en_40354607.mp3	4968
common_voice_en_40372123.mp3	5760
common_voice_en_40280055.mp3	5688
common_voice_en_40457260.mp3	8748
common_voice_en_40356277.mp3	7236
common_voice_en_40292374.mp3	7740
common_voice_en_40835948.mp3	6588
common_voice_en_40269300.mp3	5256
common_voice_en_40282669.mp3	4536
common_voice_en_40511662.mp3	8460
common_voice_en_40599823.mp3	6300
common_voice_en_40705765.mp3	5688
common_voice_en_40259664.mp3	6048
common_voice_en_40849412.mp3	6372
common_voice_en_40651964.mp3	6840
common_voice_en_40284307.mp3	4356
common_voice_en_40529034.mp3	9288
common_voice_en_40517188.mp3	4644
common_voice_en_40681521.mp3	8928
common_voice_en_40236525.mp3	10188
common_voice_en_40263993.mp3	3960
common_voice_en_40620178.mp3	6768
common_voice_en_40773908.mp3	12420
common_voice_en_40434326.mp3	7236
common_voice_en_40702428.mp3	6048
common_voice_en_40259572.mp3	6156
common_voice_en_40391304.mp3	3636
common_voice_en_40190058.mp3	7236
common_voice_en_40322491.mp3	7740
common_voice_en_40434233.mp3	7020
common_voice_en_40277427.mp3	5328
common_voice_en_40599110.mp3	5436
common_voice_en_40494214.mp3	6588
common_voice_en_40720809.mp3	6336
common_voice_en_40531572.mp3	4752
common_voice_en_40493794.mp3	5868
common_voice_en_40659513.mp3	8388
common_voice_en_40214549.mp3	8028
common_voice_en_40278090.mp3	3420
common_voice_en_40728518.mp3	3780
common_voice_en_40356220.mp3	7416
common_voice_en_40662504.mp3	4176
common_voice_en_40401413.mp3	7488
common_voice_en_40218894.mp3	6228
common_voice_en_40511591.mp3	7452
common_voice_en_40191530.mp3	8352
common_voice_en_40694738.mp3	6624
common_voice_en_40284293.mp3	5976
common_voice_en_40743284.mp3	7056
common_voice_en_40259892.mp3	8784
common_voice_en_40528963.mp3	8460
common_voice_en_40209371.mp3	8496
common_voice_en_40522948.mp3	8568
common_voice_en_40353903.mp3	5076
common_voice_en_40659415.mp3	5760
common_voice_en_40862733.mp3	6948
common_voice_en_40660374.mp3	3096
common_voice_en_40531453.mp3	4320
common_voice_en_40496120.mp3	3636
common_voice_en_40608495.mp3	7920
common_voice_en_40243552.mp3	3960
common_voice_en_40529103.mp3	8856
common_voice_en_40789814.mp3	6264
common_voice_en_40232699.mp3	9000
common_voice_en_40651772.mp3	6120
common_voice_en_40486662.mp3	7092
common_voice_en_40264007.mp3	5760
common_voice_en_40662301.mp3	4320
common_voice_en_40466391.mp3	10188
common_voice_en_40322962.mp3	12096
common_voice_en_40720713.mp3	6228
common_voice_en_40255812.mp3	11196
common_voice_en_40608612.mp3	6588
common_voice_en_40610324.mp3	4788
common_voice_en_40859567.mp3	5508
common_voice_en_40608613.mp3	9576
common_voice_en_40361730.mp3	3528
common_voice_en_40853043.mp3	4212
common_voice_en_40725114.mp3	7740
common_voice_en_40328110.mp3	7416
common_voice_en_40316202.mp3	5760
common_voice_en_40618343.mp3	4608
common_voice_en_40243591.mp3	5220
common_voice_en_40743198.mp3	5148
common_voice_en_40468365.mp3	8928
common_voice_en_40789875.mp3	6948
common_voice_en_40859744.mp3	5436
common_voice_en_40720869.mp3	7560
common_voice_en_40401280.mp3	5040
common_voice_en_40597077.mp3	4068
common_voice_en_40353852.mp3	4680
common_voice_en_40320192.mp3	3744
common_voice_en_40232527.mp3	4788
common_voice_en_40661229.mp3	6732
common_voice_en_40272914.mp3	4932
common_voice_en_40655885.mp3	5868
common_voice_en_40294973.mp3	4104
common_voice_en_40727195.mp3	8280
common_voice_en_40705628.mp3	5112
common_voice_en_40321976.mp3	5256
common_voice_en_40364886.mp3	5436
common_voice_en_40753788.mp3	8460
common_voice_en_40677623.mp3	6408
common_voice_en_40381848.mp3	6948
common_voice_en_40706219.mp3	7848
common_voice_en_40859430.mp3	4248
common_voice_en_40659524.mp3	6480
common_voice_en_40353753.mp3	4176
common_voice_en_40526206.mp3	8928
common_voice_en_40655743.mp3	6336
common_voice_en_40344575.mp3	6408
common_voice_en_40320039.mp3	6588
common_voice_en_40606023.mp3	3168
common_voice_en_40846245.mp3	4608
common_voice_en_40779629.mp3	5616
common_voice_en_40523211.mp3	2628
common_voice_en_40651505.mp3	5904
common_voice_en_40282820.mp3	3276
common_voice_en_40232544.mp3	3996
common_voice_en_40746501.mp3	4068
common_voice_en_40724532.mp3	3780
common_voice_en_40566254.mp3	4248
common_voice_en_40658954.mp3	7848
common_voice_en_40837609.mp3	9720
common_voice_en_40393425.mp3	6516
common_voice_en_40535720.mp3	7236
common_voice_en_40434286.mp3	7236
common_voice_en_40196114.mp3	6624
common_voice_en_40462063.mp3	7308
common_voice_en_40677200.mp3	4068
common_voice_en_40694629.mp3	7848
common_voice_en_40689641.mp3	8568
common_voice_en_40724158.mp3	8136
common_voice_en_40306906.mp3	5976
common_voice_en_40546220.mp3	4716
common_voice_en_40259784.mp3	6768
common_voice_en_40779625.mp3	5508
common_voice_en_40544644.mp3	5436
common_voice_en_40284408.mp3	3816
common_voice_en_40702236.mp3	4248
common_voice_en_40204050.mp3	6372
common_voice_en_40542714.mp3	9900
common_voice_en_40841049.mp3	3240
common_voice_en_40306689.mp3	3276
common_voice_en_40655318.mp3	5040
common_voice_en_40609875.mp3	7236
common_voice_en_40753705.mp3	6228
common_voice_en_40597058.mp3	3168
common_voice_en_40424522.mp3	4464
common_voice_en_40316249.mp3	4644
common_voice_en_40720184.mp3	4032
common_voice_en_40676242.mp3	6408
common_voice_en_40206179.mp3	6264
common_voice_en_40468269.mp3	4896
common_voice_en_40486772.mp3	5832
common_voice_en_40282927.mp3	4572
common_voice_en_40243574.mp3	5508
common_voice_en_40694703.mp3	6264
common_voice_en_40627087.mp3	5544
common_voice_en_40650647.mp3	9108
common_voice_en_40496209.mp3	4896
common_voice_en_40259530.mp3	8316
common_voice_en_40205953.mp3	7776
common_voice_en_40747200.mp3	6300
common_voice_en_40238424.mp3	7740
common_voice_en_40818652.mp3	9540
common_voice_en_40366622.mp3	6768
common_voice_en_40725204.mp3	6012
common_voice_en_40760357.mp3	7740
common_voice_en_40470486.mp3	5400
common_voice_en_40307404.mp3	4428
common_voice_en_40824332.mp3	5976
common_voice_en_40337740.mp3	8820
common_voice_en_40849443.mp3	5472
common_voice_en_40248236.mp3	3528
common_voice_en_40849644.mp3	4428
common_voice_en_40432894.mp3	9180
common_voice_en_40316300.mp3	6048
common_voice_en_40597081.mp3	3240
common_voice_en_40743301.mp3	4608
common_voice_en_40415910.mp3	5760
common_voice_en_40354604.mp3	5760
common_voice_en_40818556.mp3	4572
common_voice_en_40708957.mp3	8676
common_voice_en_40236436.mp3	8028
common_voice_en_40239735.mp3	5436
common_voice_en_40585349.mp3	6516
common_voice_en_40655525.mp3	5436
common_voice_en_40814037.mp3	5868
common_voice_en_40243488.mp3	2988
common_voice_en_40319977.mp3	5760
common_voice_en_40192508.mp3	8028
common_voice_en_40363120.mp3	6840
common_voice_en_40865010.mp3	5148
common_voice_en_40702622.mp3	5436
common_voice_en_40628818.mp3	4356
common_voice_en_40354122.mp3	5148
common_voice_en_40337617.mp3	6372
common_voice_en_40655856.mp3	6660
common_voice_en_40705766.mp3	5436
common_voice_en_40840847.mp3	3816
common_voice_en_40429779.mp3	7020
common_voice_en_40851418.mp3	5076
common_voice_en_40859420.mp3	6300
common_voice_en_40310197.mp3	10656
common_voice_en_40560439.mp3	6948
common_voice_en_40660645.mp3	8640
common_voice_en_40470497.mp3	5076
common_voice_en_40341680.mp3	6408
common_voice_en_40434154.mp3	7056
common_voice_en_40355942.mp3	4536
common_voice_en_40372111.mp3	3960
common_voice_en_40206206.mp3	3276
common_voice_en_40291057.mp3	5436
common_voice_en_40840843.mp3	4068
common_voice_en_40282485.mp3	7704
common_voice_en_40702643.mp3	7020
common_voice_en_40323156.mp3	5400
common_voice_en_40353523.mp3	6588
common_voice_en_40463002.mp3	3132
common_voice_en_40864312.mp3	6660
common_voice_en_40597503.mp3	5688
common_voice_en_40356291.mp3	8460
common_voice_en_40274469.mp3	6156
common_voice_en_40859447.mp3	8316
common_voice_en_40849346.mp3	6516
common_voice_en_40689622.mp3	8280
common_voice_en_40661685.mp3	7056
common_voice_en_40849214.mp3	4392
common_voice_en_40595730.mp3	6012
common_voice_en_40507976.mp3	7020
common_voice_en_40702634.mp3	5616
common_voice_en_40849463.mp3	8964
common_voice_en_40387054.mp3	4680
common_voice_en_40204851.mp3	7920
common_voice_en_40703500.mp3	4896
common_voice_en_40368397.mp3	9540
common_voice_en_40840981.mp3	5760
common_voice_en_40628856.mp3	7200
common_voice_en_40706301.mp3	7920
common_voice_en_40747802.mp3	5040
common_voice_en_40203640.mp3	8964
common_voice_en_40253863.mp3	11736
common_voice_en_40818961.mp3	8856
common_voice_en_40652340.mp3	6228
common_voice_en_40524310.mp3	6696
common_voice_en_40437311.mp3	5688
common_voice_en_40677479.mp3	5220
common_voice_en_40441232.mp3	6876
common_voice_en_40790489.mp3	10260
common_voice_en_40703597.mp3	3888
common_voice_en_40262472.mp3	6048
common_voice_en_40859623.mp3	6120
common_voice_en_40597089.mp3	4320
common_voice_en_40507975.mp3	5580
common_voice_en_40282859.mp3	7668
common_voice_en_40496205.mp3	6012
common_voice_en_40709703.mp3	7488
common_voice_en_40764646.mp3	8460
common_voice_en_40705767.mp3	6300
common_voice_en_40264857.mp3	5076
common_voice_en_40651992.mp3	8028
common_voice_en_40328623.mp3	3564
common_voice_en_40845858.mp3	4788
common_voice_en_40401243.mp3	6804
common_voice_en_40456822.mp3	8496
common_voice_en_40356169.mp3	6012
common_voice_en_40661695.mp3	5148
common_voice_en_40206117.mp3	3960
common_voice_en_40495081.mp3	7776
common_voice_en_40356357.mp3	6912
common_voice_en_40357074.mp3	4716
common_voice_en_40740057.mp3	8856
common_voice_en_40773919.mp3	3852
common_voice_en_40531575.mp3	4140
common_voice_en_40205386.mp3	5328
common_voice_en_40702620.mp3	6120
common_voice_en_40259716.mp3	5724
common_voice_en_40680752.mp3	5796
common_voice_en_40651047.mp3	4068
common_voice_en_40849053.mp3	8316
common_voice_en_40608529.mp3	8136
common_voice_en_40523231.mp3	4212
common_voice_en_40195573.mp3	6264
common_voice_en_40204042.mp3	4932
common_voice_en_40661557.mp3	4500
common_voice_en_40403447.mp3	6444
common_voice_en_40401871.mp3	3852
common_voice_en_40258513.mp3	7128
common_voice_en_40486693.mp3	5148
common_voice_en_40532619.mp3	8928
common_voice_en_40724563.mp3	4788
common_voice_en_40574438.mp3	9576
common_voice_en_40199602.mp3	3780
common_voice_en_40320033.mp3	5508
common_voice_en_40659336.mp3	6588
common_voice_en_40662570.mp3	8568
common_voice_en_40434176.mp3	8388
common_voice_en_40404687.mp3	5868
common_voice_en_40449650.mp3	3132
common_voice_en_40347524.mp3	6516
common_voice_en_40232528.mp3	3528
common_voice_en_40836336.mp3	6156
common_voice_en_40307356.mp3	5220
common_voice_en_40307376.mp3	8784
common_voice_en_40676496.mp3	7092
common_voice_en_40750785.mp3	7848
common_voice_en_40597087.mp3	4140
common_voice_en_40566250.mp3	2664
common_voice_en_40632347.mp3	6696
common_voice_en_40683116.mp3	7524
common_voice_en_40214626.mp3	8100
common_voice_en_40680003.mp3	5616
common_voice_en_40676478.mp3	5904
common_voice_en_40725859.mp3	6192
common_voice_en_40744132.mp3	3276
common_voice_en_40260081.mp3	5616
common_voice_en_40823367.mp3	9288
common_voice_en_40743220.mp3	8712
common_voice_en_40409840.mp3	9540
common_voice_en_40403874.mp3	4356
common_voice_en_40368078.mp3	7200
common_voice_en_40259397.mp3	5220
common_voice_en_40358145.mp3	5436
common_voice_en_40237059.mp3	6516
common_voice_en_40609899.mp3	4608
common_voice_en_40644928.mp3	6624
common_voice_en_40289560.mp3	7596
common_voice_en_40511922.mp3	5652
common_voice_en_40358265.mp3	4788
common_voice_en_40223104.mp3	6948
common_voice_en_40650820.mp3	7560
common_voice_en_40859893.mp3	3636
common_voice_en_40470801.mp3	4932
common_voice_en_40407188.mp3	6660
common_voice_en_40237177.mp3	3096
common_voice_en_40676490.mp3	7488
common_voice_en_40213681.mp3	11520
common_voice_en_40214648.mp3	9720
common_voice_en_40651032.mp3	6048
common_voice_en_40205637.mp3	5256
common_voice_en_40282887.mp3	7632
common_voice_en_40256985.mp3	4536
common_voice_en_40677839.mp3	5508
common_voice_en_40462065.mp3	6876
common_voice_en_40370285.mp3	6660
common_voice_en_40626961.mp3	7128
common_voice_en_40289403.mp3	4140
common_voice_en_40356335.mp3	7740
common_voice_en_40857044.mp3	6192
common_voice_en_40703309.mp3	5688
common_voice_en_40641181.mp3	6588
common_voice_en_40735671.mp3	8208
common_voice_en_40285664.mp3	8388
common_voice_en_40256994.mp3	5940
common_voice_en_40824437.mp3	6516
common_voice_en_40358180.mp3	7560
common_voice_en_40329501.mp3	2448
common_voice_en_40358189.mp3	7740
common_voice_en_40706218.mp3	7452
common_voice_en_40282605.mp3	5112
common_voice_en_40596980.mp3	5436
common_voice_en_40737386.mp3	6300
common_voice_en_40401328.mp3	3996
common_voice_en_40354552.mp3	3168
common_voice_en_40206246.mp3	5688
